player,position,school,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,tm,rnd,pick,yr
Kevon Seymour,CB,USC,5-11,186,4.39,35.0,12,124,,4.18,Buffalo Bills,6,218,2016
Hunter Sharp,WR,Utah State,5-11,198,4.58,32.5,12,116,7.12,4.19,,,,
Tajae Sharpe,WR,Massachusetts,6-2,194,4.55,33.5,11,114,,,Tennessee Titans,5,140,2016
Brandon Shell,OT,South Carolina,6-5,324,5.22,30.5,22,112,,,New York Jets,5,158,2016
Sterling Shepard,WR,Oklahoma,5-10,194,4.48,41.0,20,123,7.00,4.35,New York Giants,2,40,2016
Elijah Shumate,S,Notre Dame,6-0,216,4.58,33.0,18,119,,4.51,,,,
Devaunte Sigler,DT,Jacksonville State,6-3,298,5.15,25.0,23,,7.90,4.97,,,,
Justin Simmons,S,Boston Col.,6-2,202,4.61,40.0,16,126,6.58,3.85,Denver Broncos,3,98,2016
Leshaun Sims,CB,Southern Utah,6-0,203,4.53,37.0,11,120,7.08,4.19,Tennessee Titans,5,157,2016
Matt Skura,C,Duke,6-3,305,5.39,24.0,27,103,7.89,4.76,,,,
Pearce Slater,OT,San Diego State,6-7,329,5.42,23.0,17,92,8.36,5.12,,,,
Wendell Smallwood,RB,West Virginia,5-10,208,4.47,33.5,14,120,6.83,4.28,Philadelphia Eagles,5,153,2016
Jaylon Smith,OLB,Notre Dame,6-2,223,4.67,,,,,,Dallas Cowboys,2,34,2016
Ryan Smith,CB,North Carolina Central,5-11,189,4.47,36.0,18,122,6.88,4.09,Tampa Bay Buccaneers,4,108,2016
Terrance Smith,ILB,Florida State,6-3,235,4.77,34.5,19,120,,,,,,
Noah Spence,DE,East. Kentucky,6-2,251,4.80,35.0,25,121,7.21,4.35,Tampa Bay Buccaneers,2,39,2016
Jason Spriggs,OT,Indiana,6-6,301,4.94,31.5,31,115,7.70,4.44,Green Bay Packers,2,48,2016
Nelson Spruce,WR,Colorado,6-1,206,4.69,35.0,12,114,7.09,4.20,,,,
A.J. Stamps,S,Kentucky,5-11,193,4.79,33.0,15,115,7.17,4.25,,,,
Ronnie Stanley,OT,Notre Dame,6-6,312,5.20,28.5,,,8.03,4.90,Baltimore Ravens,1,6,2016
Joel Stave,QB,Wisconsin,6-5,236,4.80,33.5,,115,7.29,4.33,,,,
Eric Striker,OLB,Oklahoma,5-11,227,4.80,30.0,23,116,7.30,4.46,,,,
Nate Sudfeld,QB,Indiana,6-6,234,5.02,29.0,,105,,,Washington Redskins,6,187,2016
Charles Tapper,DE,Oklahoma,6-3,271,4.59,34.0,23,119,,,Dallas Cowboys,4,101,2016
Kelvin Taylor,RB,Florida,5-10,207,4.60,32.0,15,113,,,San Francisco 49ers,6,211,2016
John Theus,OT,Georgia,6-6,313,5.22,28.0,,103,7.90,4.78,San Francisco 49ers,5,145,2016
Lawrence Thomas,DT,Michigan State,6-3,286,4.98,35.0,,113,,,,,,
Michael Thomas,WR,Ohio State,6-3,212,4.57,35.0,18,126,6.80,4.13,New Orleans Saints,2,47,2016
Darian Thompson,S,Boise State,6-2,208,4.69,32.5,12,118,7.26,4.33,New York Giants,3,71,2016
Ron Thompson,DE,Syracuse,6-3,253,4.92,,18,,7.46,4.50,,,,
Shadrach Thornton,RB,North Carolina State,6-0,217,4.75,31.0,12,116,6.85,4.21,,,,
Joe Thuney,OT,North Carolina State,6-5,304,4.95,28.5,28,110,7.47,4.54,New England Patriots,3,78,2016
Cole Toner,OT,Harvard,6-5,306,5.32,26.0,22,103,7.88,4.59,Arizona Cardinals,5,170,2016
Laquon Treadwell,WR,Mississippi,6-2,221,4.52,33.0,12,117,,,Minnesota Vikings,1,23,2016
Sebastian Tretola,OG,Arkansas,6-4,314,5.45,23.5,22,90,7.94,5.02,Tennessee Titans,6,193,2016
Max Tuerk,C,USC,6-5,298,5.12,,22,,,,San Diego Chargers,3,66,2016
Laremy Tunsil,OT,Mississippi,6-5,310,5.23,,,,,,Miami Dolphins,1,13,2016
Landon Turner,OG,North Carolina,6-4,330,5.58,19.0,30,88,,,,,,
Soma Vainuku,FB,USC,5-11,246,4.68,32.0,26,108,,,,,,
Halapoulivaati Vaitai,OT,TCU,6-6,320,5.26,29.0,23,113,8.26,5.00,Philadelphia Eagles,5,164,2016
Vincent Valentine,DT,Nebraska,6-4,329,5.19,29.0,17,110,8.03,4.59,New England Patriots,3,96,2016
Nick Vannett,TE,Ohio State,6-6,257,4.76,30.5,17,111,7.05,4.20,Seattle Seahawks,3,94,2016
Nick Vigil,ILB,Utah State,6-2,239,4.72,31.5,,115,6.73,4.00,Cincinnati Bengals,3,87,2016
Dan Vitale,FB,Northwestern,6-1,239,4.60,38.5,30,123,7.12,4.12,Tampa Bay Buccaneers,6,197,2016
Jihad Ward,DT,Illinois,6-5,297,5.11,25.0,20,111,7.38,4.63,Oakland Raiders,2,44,2016
Adolphus Washington,DT,Ohio State,6-3,301,5.17,27.0,21,99,8.06,4.79,Buffalo Bills,3,80,2016
Deandre Washington,RB,Texas Tech,5-8,204,4.49,34.5,24,116,7.03,4.20,Oakland Raiders,5,143,2016
Stephen Weatherly,OLB,Vanderbilt,6-4,267,4.61,31.0,23,117,,,Minnesota Vikings,7,227,2016
Carson Wentz,QB,North Dakota State,6-5,237,4.77,30.5,,118,6.86,4.15,Philadelphia Eagles,1,2,2016
Christian Westerman,OG,Arizona State,6-3,298,5.12,,34,98,7.69,4.71,Cincinnati Bengals,5,161,2016
D.J. White,CB,Georgia Tech,5-11,193,4.49,33.0,17,132,7.18,4.33,Kansas City Chiefs,6,178,2016
Cody Whitehair,OT,Kansas State,6-4,301,5.02,25.5,16,110,7.32,4.58,Chicago Bears,2,56,2016
Brandon Wilds,RB,South Carolina,6-1,220,4.54,36.5,21,118,7.08,4.33,,,,
Brandon Williams,CB,Texas A&M,5-11,197,4.37,30.5,18,118,6.85,4.19,Arizona Cardinals,3,92,2016
Bryce Williams,TE,East Carolina,6-6,257,4.94,29.5,19,111,7.19,4.53,,,,
Duke Williams,WR,Auburn,6-2,229,4.72,30.0,14,121,7.43,4.47,,,,
Jonathan Williams,RB,Arkansas,5-11,220,4.56,,16,,,,Buffalo Bills,5,156,2016
De'Runnya Wilson,WR,Mississippi State,6-5,224,4.85,28.0,,113,,,,,,
Josh Woodrum,QB,Liberty,6-3,231,4.80,31.0,,116,6.74,4.31,,,,
Antwaun Woods,DL,USC,6-0,318,5.18,,,,,,,,,
Daryl Worley,CB,West Virginia,6-1,204,4.64,35.5,14,123,6.98,4.15,Carolina Panthers,3,77,2016
Connor Wujciak,DT,Boston Col.,6-2,291,4.91,34.5,22,117,7.32,4.27,,,,
Avery Young,OT,Auburn,6-5,328,5.39,,,,8.22,4.91,,,,
Tavon Young,CB,Temple,5-9,183,4.46,34.5,9,118,6.80,3.93,Baltimore Ravens,4,104,2016
Anthony Zettel,DT,Penn State,6-4,277,4.81,30.5,28,109,7.63,4.39,Detroit Lions,6,202,2016
